Username,location,date,content,Rating,Category
ash,US,"Jan 6, 2024","DO NOT USE THIS COMPANYPlease don’t use this company! I cannot speak on quality of the retainer itself because well we’ve still never received them! We received the impression kit quickly but don’t assume they prioritize the turnaround time. And if you think for one minute you’re gonna contact customer service; think again because they answer their phones apparently like once a month. It took me 3 weeks to get someone to answer at the number they provide. Furthermore, It’s nothing like you’d expect when calling a business. There’s no recording with options it just rings and rings like you’re calling a house and then a voicemail picks up and it says nothing more than “Thanks for calling. Leave a message after the beep.” There’s absolutely no identifiable information on the recording to even let you know it’s actually a “business”. Just for some background information we received our impression kit on November 20th and mailed it back on November 21st. Also, there’s no way to look online if or when they received it, what the status is, or any kind of information for your order other than your original order for the impressions. I received an email on December 7 stating “We received your impressions and are currently in the process of crafting your custom retainers. Our typical turnaround time is around 7-10 days. We're currently on track and expect to complete your retainers within this timeframe.” I started trying to contact someone regarding the actual status of our order the on December 11 because I’m certain it didn’t take 16 days for them to receive the impressions. I left message after message on the “voicemail”, sent numerous emails and just FINALLY had someone answer the phone on January 2nd! The gentleman looked up my order and told me the retainers were done and shipping that day and I would receive tracking information that day via email. Well guess what….it’s January 5th and I’ve never received an email nor been able to get ahold of anyone at that number again. I honestly don’t understand how they haven’t been shut down! So here I am almost 7 weeks later and my daughters teeth have began to shift because I thought I was gonna save 700 by using them vs going through her actual orthodontist. We now have an appointment with her orthodontist and I’m uncertain what the outcome will be but I am certain that I didn’t save any money. While I can’t blame them for my daughter losing her retainers I do blame them for promising a service and not providing it in a timely manner or well at all for us at this point. Do yourself a favor, if you’re replacing retainers that are preventing teeth from shifting, go to the orthodontist, use another business, DO NOT utilize this company!Date of experience: January 05, 2024",1,Pharma
Prince Boodoo,US,"Jul 12, 2024","Took a very long timeTook a very long time, got way to much emails, and they are very flimsy vs visalineDate of experience: July 01, 2024",3,Pharma
R. McCartney,US,"Sep 21, 2023Verified","Quick and easySuch an easy process. The team is very helpful with any questions you have.Date of experience: August 04, 2023",5,Pharma
Loraine Gonzales,US,"May 22, 2024","Pleased Took a little long to get them but they are perfect. Thank you, I will be buying more. Date of experience: May 06, 2024",5,Pharma
Bailey Porter,US,"Dec 4, 2023","Amazing!Amazing! Most comfortable retainers I have ever had.Date of experience: October 27, 2023",5,Pharma
Sydney E.,US,"Sep 28, 2023Verified","Awesome Customer ServiceEveryone that I communicated with was very helpful and the retainer is perfect!Date of experience: September 07, 2023",5,Pharma
Wendy,US,"Aug 18, 2024Verified","Follow up was goodFollow up was good.  Don't know why I had to pay for a redo of moldDate of experience: July 31, 2024",4,Pharma
NOEMI COLE - CLUFF - LAV,US,"Jan 8, 2024","PERFECTWhat can you say?     It's own by JEFFREY CLUFF III the best!Date of experience: January 03, 2024",5,Pharma
Briana Garcia,US,"Jul 4, 2024Verified","Wasn’t even 2 day shipping that I paid…Wasn’t even 2 day shipping that I paid for Date of experience: July 01, 2024",1,Pharma
Mia Chiricosta,US,"Sep 23, 2023Verified","I never received my retainer backDate of experience: September 05, 2023",1,Pharma
Glenn Shelton,US,"Oct 6, 2023Verified","Easy to use online experienceEasy to use online experience.  Great communication.  Prompt service.Date of experience: October 05, 2023",5,Pharma
Steve Carlson,US,"Nov 4, 2023Verified","The whole process was quick and easy.Date of experience: November 02, 2023",5,Pharma
Mauricio Baca,US,"Jul 31, 2024","Bad serviceBad service. Toke more thDate of experience: July 31, 2024",1,Pharma
t king,US,"Sep 1, 2023","Excellent product fast shipping great…Excellent product fast shipping great customer serviceDate of experience: August 09, 2023",5,Pharma
